PV MassSpec-24.10.00
EXPORTED RUN DATA
Run Path and Name: c:\Pfeiffer Vacuum\data\002-11-2025\100PPMCH4-TR1, Position 1, RGA PrismaPro A 200 47505932, 002-11-2025 16'54'02.isi
02/11/2025 16:54:02
SensorID:  RGA PrismaPro A 200 47505932
26 Bins
467 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	16_amu_(Methane)	18_amu_(Water)	28_amu_(Nitrogen)	32_amu_(Oxygen)	44_amu_(CO2)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11
100.291	1739289342.445	02/11/2025_16:55:42.445	1	3	1.470831285e-05	3.446464689e-06	1.341505018e-09	1.540789857e-10	2.005089961e-08	4.424238309e-09	8.54444987e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
100.527	1739289342.681	02/11/2025_16:55:42.681	1	3	1.483548203e-05	3.468992873e-06	1.338484767e-09	1.528591281e-10	2.003936572e-08	4.430200207e-09	8.100279995e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
100.764	1739289342.918	02/11/2025_16:55:42.918	1	3	1.469383005e-05	3.41359123e-06	1.343684164e-09	1.531039046e-10	2.00807424e-08	4.399055342e-09	7.749103442e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
101.001	1739289343.155	02/11/2025_16:55:43.155	1	3	1.470150164e-05	3.442501111e-06	1.337782662e-09	1.549246842e-10	2.008767908e-08	4.41922321e-09	7.522226765e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
101.238	1739289343.392	02/11/2025_16:55:43.392	1	3	1.472551685e-05	3.514491482e-06	1.331622257e-09	1.536592797e-10	2.004540001e-08	4.437959777e-09	8.107144296e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
101.475	1739289343.629	02/11/2025_16:55:43.629	1	3	1.47737328e-05	3.493006034e-06	1.334810262e-09	1.515153003e-10	1.998539467e-08	4.412464616e-09	8.252084779e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
101.711	1739289343.865	02/11/2025_16:55:43.865	1	3	1.456276186e-05	3.457042112e-06	1.329463761e-09	1.533632527e-10	1.995135968e-08	4.394003383e-09	7.792170555e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
101.948	1739289344.102	02/11/2025_16:55:44.102	1	3	1.464945944e-05	3.457042112e-06	1.328347543e-09	1.520637782e-10	2.004062871e-08	4.457724856e-09	8.320571662e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
102.185	1739289344.339	02/11/2025_16:55:44.339	1	3	1.475352929e-05	3.467663646e-06	1.343027245e-09	1.52545504e-10	1.995351973e-08	4.413802657e-09	7.790796654e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
102.422	1739289344.576	02/11/2025_16:55:44.576	1	3	1.468420305e-05	3.498364322e-06	1.332824295e-09	1.525850973e-10	1.99920791e-08	4.419701494e-09	8.087487277e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
102.659	1739289344.813	02/11/2025_16:55:44.813	1	3	1.471455471e-05	3.442501111e-06	1.32500988e-09	1.537257266e-10	1.995210397e-08	4.397135989e-09	8.277762156e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
102.895	1739289345.049	02/11/2025_16:55:45.049	1	3	1.470769075e-05	3.471652235e-06	1.337557287e-09	1.487456269e-10	1.992947141e-08	4.416843336e-09	7.738890258e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
103.132	1739289345.286	02/11/2025_16:55:45.286	1	3	1.470057668e-05	3.437228997e-06	1.335994204e-09	1.523445536e-10	1.994494347e-08	4.40126513e-09	7.624605808e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
103.369	1739289345.523	02/11/2025_16:55:45.523	1	3	1.473723023e-05	3.446464689e-06	1.331101118e-09	1.524014942e-10	2.002371247e-08	4.419221877e-09	8.231512694e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
103.606	1739289345.760	02/11/2025_16:55:45.760	1	3	1.472660824e-05	3.451751127e-06	1.319656495e-09	1.52997795e-10	1.995226917e-08	4.407990861e-09	8.260897175e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
103.843	1739289345.997	02/11/2025_16:55:45.997	1	3	1.472653184e-05	3.437228997e-06	1.328273047e-09	1.530842814e-10	2.007636546e-08	4.380640295e-09	8.020977979e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
104.079	1739289346.233	02/11/2025_16:55:46.233	1	3	1.471778069e-05	3.478314056e-06	1.338642752e-09	1.536294009e-10	1.986498255e-08	4.394329345e-09	7.974992194e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
104.316	1739289346.470	02/11/2025_16:55:46.470	1	3	1.469160634e-05	3.472982826e-06	1.340801248e-09	1.493816876e-10	1.990253473e-08	4.383121421e-09	7.793755225e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
104.553	1739289346.707	02/11/2025_16:55:46.707	1	3	1.467397215e-05	3.457042112e-06	1.321328269e-09	1.508716208e-10	1.995141652e-08	4.412698207e-09	8.149666705e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
104.79	1739289346.944	02/11/2025_16:55:46.944	1	3	1.470484676e-05	3.482314924e-06	1.333592126e-09	1.530040677e-10	2.001571531e-08	4.423642785e-09	8.353377018e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
105.027	1739289347.181	02/11/2025_16:55:47.181	1	3	1.46962966e-05	3.438542535e-06	1.337391309e-09	1.53372065e-10	1.997012333e-08	4.397603171e-09	8.029417409e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
105.263	1739289347.417	02/11/2025_16:55:47.417	1	3	1.485386929e-05	3.457042112e-06	1.338823719e-09	1.516037434e-10	1.986172649e-08	4.372372686e-09	7.690043914e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
105.5	1739289347.654	02/11/2025_16:55:47.654	1	3	1.477816477e-05	3.454393891e-06	1.321103116e-09	1.512903275e-10	1.994421694e-08	4.358092998e-09	8.054786872e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
105.737	1739289347.891	02/11/2025_16:55:47.891	1	3	1.468792743e-05	3.439860166e-06	1.324580001e-09	1.515294418e-10	1.985892162e-08	4.355102501e-09	8.235494751e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
105.974	1739289348.128	02/11/2025_16:55:48.128	1	3	1.469879408e-05	3.480980467e-06	1.313214093e-09	1.516254761e-10	1.983777764e-08	4.396574216e-09	8.016301165e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
106.211	1739289348.365	02/11/2025_16:55:48.365	1	3	1.472846452e-05	3.442501111e-06	1.328825938e-09	1.515913506e-10	1.988182774e-08	4.381273566e-09	7.70348195e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
106.447	1739289348.601	02/11/2025_16:55:48.601	1	3	1.469559538e-05	3.471652235e-06	1.323163357e-09	1.511536035e-10	1.989560516e-08	4.32339009e-09	8.018971771e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
106.684	1739289348.838	02/11/2025_16:55:48.838	1	3	1.467286256e-05	3.482314924e-06	1.318958054e-09	1.513193737e-10	1.989763376e-08	4.361402794e-09	8.403092458e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
106.921	1739289349.075	02/11/2025_16:55:49.075	1	3	1.475530098e-05	3.488993116e-06	1.322428167e-09	1.52195645e-10	1.993883636e-08	4.367254558e-09	8.028744336e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
107.158	1739289349.312	02/11/2025_16:55:49.312	1	3	1.469832841e-05	3.480980467e-06	1.32936262e-09	1.513642961e-10	1.981048214e-08	4.375481755e-09	7.542465784e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
107.395	1739289349.549	02/11/2025_16:55:49.549	1	3	1.472473286e-05	3.40705742e-06	1.331347477e-09	1.494634139e-10	1.989903708e-08	4.370851681e-09	7.921882768e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
107.631	1739289349.785	02/11/2025_16:55:49.785	1	3	1.472626082e-05	3.471652235e-06	1.326485699e-09	1.498677571e-10	1.984956555e-08	4.371000895e-09	8.035295519e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
107.868	1739289350.022	02/11/2025_16:55:50.022	1	3	1.47288647e-05	3.480980467e-06	1.322532417e-09	1.498110525e-10	1.986629528e-08	4.38606973e-09	7.978829403e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
108.105	1739289350.259	02/11/2025_16:55:50.259	1	3	1.476802299e-05	3.471652235e-06	1.348808953e-09	1.520840121e-10	1.999900689e-08	4.402384679e-09	7.70956736e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
108.342	1739289350.496	02/11/2025_16:55:50.496	1	3	1.469304334e-05	3.470318461e-06	1.341263545e-09	1.52171678e-10	2.004631838e-08	4.416433441e-09	7.339666201e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
108.579	1739289350.733	02/11/2025_16:55:50.733	1	3	1.485001212e-05	3.467663646e-06	1.332528532e-09	1.51063051e-10	1.997471877e-08	4.367324724e-09	8.111469829e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
108.815	1739289350.969	02/11/2025_16:55:50.969	1	3	1.454195171e-05	3.459692834e-06	1.325581089e-09	1.51154908e-10	2.007155864e-08	4.422948674e-09	8.058876483e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
109.052	1739289351.206	02/11/2025_16:55:51.206	1	3	1.462718865e-05	3.422763712e-06	1.338979261e-09	1.534053301e-10	1.99480823e-08	4.373460261e-09	8.005336845e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
109.289	1739289351.443	02/11/2025_16:55:51.443	1	3	1.480487026e-05	3.480980467e-06	1.324274912e-09	1.51716556e-10	1.9909562e-08	4.403469589e-09	7.820276544e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
109.526	1739289351.680	02/11/2025_16:55:51.680	1	3	1.473688826e-05	3.48498088e-06	1.325694998e-09	1.51626503e-10	1.997005761e-08	4.460549707e-09	7.511302344e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
109.763	1739289351.917	02/11/2025_16:55:51.917	1	3	1.478627655e-05	3.462349014e-06	1.336281863e-09	1.515157444e-10	1.99651673e-08	4.393554409e-09	8.161229505e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
109.999	1739289352.153	02/11/2025_16:55:52.153	1	3	1.454128596e-05	3.474313871e-06	1.335671573e-09	1.52291374e-10	1.996191124e-08	4.379063778e-09	8.027328802e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
110.236	1739289352.390	02/11/2025_16:55:52.390	1	3	1.4637807e-05	3.445140692e-06	1.336577071e-09	1.507242942e-10	1.993590182e-08	4.377591623e-09	8.000745032e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
110.473	1739289352.627	02/11/2025_16:55:52.627	1	3	1.463288663e-05	3.424079296e-06	1.333157362e-09	1.526629517e-10	1.99506065e-08	4.356188299e-09	7.626168794e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
110.71	1739289352.864	02/11/2025_16:55:52.864	1	3	1.46775983e-05	3.424079296e-06	1.320005327e-09	1.515300524e-10	1.992414056e-08	4.393656994e-09	7.925046036e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
110.947	1739289353.101	02/11/2025_16:55:53.101	1	3	1.474435157e-05	3.480980467e-06	1.321761145e-09	1.49878665e-10	1.994895449e-08	4.387707975e-09	7.966139033e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
111.183	1739289353.337	02/11/2025_16:55:53.337	1	3	1.471224641e-05	3.472982826e-06	1.311081133e-09	1.498841745e-10	1.975824304e-08	4.393813757e-09	8.014901243e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
