PV MassSpec-24.10.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EXPORTED RUN DATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Run Path and Name: C:\Pfeiffer Vacuum\data\007-30-2026\400c-100h-ch4.isi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/30/2026 12:18:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SensorID:  RGA PrismaPro A 200 47505932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39 Bins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4157 TimePoints;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time Relative (sec);Time Absolute (UTC);Time Absolute (Date_Time);Step;Ionizer_State;Pressure_(mBar);External_Pressure_(mBar);12_amu_(Methane_/_CH4);13_amu_(Methane_/_CH4);14_amu_(Nitrogen_/_N2);15_amu_(Methane_/_CH4);16_amu_(Oxygen_/_O2);17_amu_(Water_/_H2O);18_amu_(Water_/_H2O);22_amu_(Carbon_dioxide_/_CO2);28_amu_(Nitrogen_/_N2);29_amu_(Nitrogen_/_N2);32_amu_(Oxygen_/_O2);44_amu_(Carbon_dioxide_/_CO2);45_amu_(Carbon_dioxide_/_CO2);Periph:_Digital_In_0;Periph:_Digital_In_1;Periph:_Digital_In_13;Periph:_Digital_In_14;Periph:_Digital_In_15;Periph:_Digital_In_16;Periph:_Digital_In_17;Periph:_Digital_Out_2;Periph:_Digital_Out_3;Periph:_Digital_Out_4;Periph:_Digital_Out_5;Periph:_Digital_Out_6;Periph:_Digital_Out_7;Periph:_Digital_Out_8;Periph:_Digital_Out_9;Periph:_Digital_Out_10;Periph:_Digital_Out_11;Sig:_MCD;Sig:_MCD_CH4;Sig:_MCD_CO2;Sig:_MCD_N2;Sig:_MCD_O2
100,706;1785406817,104;07/30/2026_12:20:17.104;1;3;3,13×10^-05;5,75×10^-06;4,18×10^-13;1,40×10^-12;2,21×10^-10;1,62×10^-11;9,44×10^-11;1,20×10^-12;3,64×10^-12;5,00×10^-15;1,40×10^-09;9,44×10^-12;3,25×10^-10;7,18×10^-14;1,26×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9289144747;0,004458624067;77,47150646;21,59512044
102,572;1785406818,97;07/30/2026_12:20:18.970;1;3;3,14×10^-05;5,71×10^-06;3,61×10^-13;1,38×10^-12;2,22×10^-10;1,63×10^-11;9,47×10^-11;1,21×10^-12;3,63×10^-12;5,00×10^-15;1,40×10^-09;9,44×10^-12;3,25×10^-10;6,55×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,935054048;0,004016182616;77,48385185;21,57707792
104,439;1785406820,837;07/30/2026_12:20:20.837;1;3;3,14×10^-05;5,74×10^-06;3,63×10^-13;1,34×10^-12;2,21×10^-10;1,63×10^-11;9,41×10^-11;1,23×10^-12;3,65×10^-12;5,00×10^-15;1,40×10^-09;9,47×10^-12;3,23×10^-10;4,30×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9351869224;0,002527164915;77,52086237;21,54142354
106,305;1785406822,703;07/30/2026_12:20:22.703;1;3;3,13×10^-05;5,72×10^-06;3,67×10^-13;1,32×10^-12;2,19×10^-10;1,62×10^-11;9,39×10^-11;1,23×10^-12;3,69×10^-12;5,00×10^-15;1,40×10^-09;9,63×10^-12;3,27×10^-10;2,35×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9299895795;0,001228403605;77,37494498;21,69383704
108,171;1785406824,569;07/30/2026_12:20:24.569;1;3;3,13×10^-05;5,74×10^-06;3,67×10^-13;1,33×10^-12;2,21×10^-10;1,62×10^-11;9,43×10^-11;1,18×10^-12;3,68×10^-12;5,00×10^-15;1,40×10^-09;9,49×10^-12;3,24×10^-10;3,81×10^-14;2,43×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9281030952;0,002269178868;77,49526867;21,57435905
110,038;1785406826,436;07/30/2026_12:20:26.436;1;3;3,13×10^-05;5,74×10^-06;3,49×10^-13;1,37×10^-12;2,22×10^-10;1,63×10^-11;9,43×10^-11;1,26×10^-12;3,72×10^-12;5,00×10^-15;1,40×10^-09;9,51×10^-12;3,25×10^-10;3,14×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9303637307;0,001747187208;77,48664512;21,58124396
111,904;1785406828,302;07/30/2026_12:20:28.302;1;3;3,13×10^-05;5,78×10^-06;3,47×10^-13;1,36×10^-12;2,21×10^-10;1,63×10^-11;9,45×10^-11;1,22×10^-12;3,68×10^-12;5,00×10^-15;1,40×10^-09;9,37×10^-12;3,24×10^-10;5,80×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9329921433;0,003512880273;77,5381274;21,52536758
113,771;1785406830,169;07/30/2026_12:20:30.169;1;3;3,13×10^-05;5,75×10^-06;4,08×10^-13;1,35×10^-12;2,21×10^-10;1,61×10^-11;9,46×10^-11;1,23×10^-12;3,69×10^-12;5,00×10^-15;1,40×10^-09;9,41×10^-12;3,25×10^-10;5,00×10^-15;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9249935298;0;77,50801705;21,56698942
115,637;1785406832,035;07/30/2026_12:20:32.035;1;3;3,14×10^-05;5,68×10^-06;3,99×10^-13;1,34×10^-12;2,21×10^-10;1,62×10^-11;9,43×10^-11;1,32×10^-12;3,77×10^-12;5,00×10^-15;1,40×10^-09;9,52×10^-12;3,26×10^-10;5,00×10^-15;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9261988269;0;77,46516031;21,60864086
117,503;1785406833,901;07/30/2026_12:20:33.901;1;3;3,14×10^-05;5,72×10^-06;3,32×10^-13;1,32×10^-12;2,22×10^-10;1,62×10^-11;9,38×10^-11;1,29×10^-12;3,81×10^-12;5,00×10^-15;1,39×10^-09;9,46×10^-12;3,25×10^-10;1,81×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9307338943;0,0008679386476;77,44030843;21,62808974
119,37;1785406835,768;07/30/2026_12:20:35.768;1;3;3,13×10^-05;5,75×10^-06;3,44×10^-13;1,31×10^-12;2,20×10^-10;1,62×10^-11;9,37×10^-11;1,29×10^-12;3,83×10^-12;5,00×10^-15;1,40×10^-09;9,50×10^-12;3,24×10^-10;5,00×10^-15;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9314683395;0;77,4954356;21,57309606
121,236;1785406837,634;07/30/2026_12:20:37.634;1;3;3,13×10^-05;5,75×10^-06;3,87×10^-13;1,33×10^-12;2,21×10^-10;1,63×10^-11;9,47×10^-11;1,24×10^-12;3,83×10^-12;5,00×10^-15;1,39×10^-09;9,53×10^-12;3,25×10^-10;1,46×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9387011164;0,0006397328853;77,40486726;21,6557919
123,103;1785406839,501;07/30/2026_12:20:39.501;1;3;3,14×10^-05;5,81×10^-06;3,13×10^-13;1,28×10^-12;2,21×10^-10;1,61×10^-11;9,43×10^-11;1,32×10^-12;3,84×10^-12;5,00×10^-15;1,40×10^-09;9,47×10^-12;3,26×10^-10;5,00×10^-15;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9230747678;0;77,44666109;21,63026414
124,969;1785406841,367;07/30/2026_12:20:41.367;1;3;3,13×10^-05;5,75×10^-06;3,34×10^-13;1,30×10^-12;2,21×10^-10;1,62×10^-11;9,41×10^-11;1,33×10^-12;3,92×10^-12;5,00×10^-15;1,39×10^-09;9,49×10^-12;3,24×10^-10;5,00×10^-15;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9331365589;0;77,46248862;21,60437482
126,835;1785406843,233;07/30/2026_12:20:43.233;1;3;3,12×10^-05;5,76×10^-06;3,58×10^-13;1,34×10^-12;2,20×10^-10;1,62×10^-11;9,42×10^-11;1,34×10^-12;3,96×10^-12;5,00×10^-15;1,40×10^-09;9,44×10^-12;3,24×10^-10;5,00×10^-15;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9339402431;0;77,49185985;21,5741999
128,702;1785406845,1;07/30/2026_12:20:45.100;1;3;3,12×10^-05;5,86×10^-06;3,51×10^-13;1,31×10^-12;2,21×10^-10;1,62×10^-11;9,40×10^-11;1,35×10^-12;3,95×10^-12;5,00×10^-15;1,39×10^-09;9,41×10^-12;3,22×10^-10;7,32×10^-14;1,68×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9333916397;0,004598943067;77,49968411;21,56232531
130,568;1785406846,966;07/30/2026_12:20:46.966;1;3;3,12×10^-05;5,80×10^-06;3,20×10^-13;1,31×10^-12;2,20×10^-10;1,62×10^-11;9,41×10^-11;1,31×10^-12;3,98×10^-12;5,00×10^-15;1,40×10^-09;9,46×10^-12;3,24×10^-10;5,00×10^-15;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9315606414;0;77,48651859;21,58192077
132,435;1785406848,833;07/30/2026_12:20:48.833;1;3;3,13×10^-05;5,76×10^-06;3,31×10^-13;1,33×10^-12;2,20×10^-10;1,63×10^-11;9,42×10^-11;1,36×10^-12;4,00×10^-12;5,00×10^-15;1,39×10^-09;9,51×10^-12;3,23×10^-10;5,00×10^-15;2,56×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9392921677;7,61×10^-05;77,42708605;21,63354569
134,301;1785406850,699;07/30/2026_12:20:50.699;1;3;3,12×10^-05;5,69×10^-06;3,54×10^-13;1,28×10^-12;2,20×10^-10;1,60×10^-11;9,35×10^-11;1,35×10^-12;4,03×10^-12;5,00×10^-15;1,39×10^-09;9,47×10^-12;3,22×10^-10;9,08×10^-15;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9261906481;0,0002724941491;77,50349856;21,57003829
136,167;1785406852,565;07/30/2026_12:20:52.565;1;3;3,13×10^-05;5,72×10^-06;3,69×10^-13;1,29×10^-12;2,19×10^-10;1,61×10^-11;9,33×10^-11;1,35×10^-12;4,04×10^-12;5,00×10^-15;1,39×10^-09;9,44×10^-12;3,22×10^-10;1,67×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,929822545;0,0007835830227;77,51632098;21,5530729
138,034;1785406854,432;07/30/2026_12:20:54.432;1;3;3,12×10^-05;5,71×10^-06;3,48×10^-13;1,40×10^-12;2,20×10^-10;1,62×10^-11;9,43×10^-11;1,37×10^-12;4,11×10^-12;5,00×10^-15;1,39×10^-09;9,45×10^-12;3,24×10^-10;1,70×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,930344936;0,0008017981705;77,45546889;21,61338438
139,9;1785406856,298;07/30/2026_12:20:56.298;1;3;3,11×10^-05;5,70×10^-06;4,44×10^-13;1,31×10^-12;2,21×10^-10;1,63×10^-11;9,43×10^-11;1,41×10^-12;4,11×10^-12;5,00×10^-15;1,39×10^-09;9,44×10^-12;3,20×10^-10;6,60×10^-15;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9417011496;0,0001070434183;77,55961112;21,49858069
141,767;1785406858,165;07/30/2026_12:20:58.165;1;3;3,12×10^-05;5,70×10^-06;3,89×10^-13;1,30×10^-12;2,18×10^-10;1,62×10^-11;9,32×10^-11;1,37×10^-12;4,15×10^-12;5,00×10^-15;1,38×10^-09;9,48×10^-12;3,21×10^-10;4,21×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9407255389;0,002490236244;77,45911103;21,5976732
143,633;1785406860,031;07/30/2026_12:21:00.031;1;3;3,13×10^-05;5,69×10^-06;3,46×10^-13;1,32×10^-12;2,19×10^-10;1,62×10^-11;9,36×10^-11;1,44×10^-12;4,23×10^-12;5,00×10^-15;1,38×10^-09;9,43×10^-12;3,21×10^-10;5,00×10^-15;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9391759159;0;77,49854474;21,56227934
145,499;1785406861,897;07/30/2026_12:21:01.897;1;3;3,12×10^-05;5,76×10^-06;3,89×10^-13;1,30×10^-12;2,20×10^-10;1,62×10^-11;9,45×10^-11;1,45×10^-12;4,26×10^-12;5,00×10^-15;1,39×10^-09;9,50×10^-12;3,23×10^-10;3,01×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9343076897;0,001677443725;77,46041629;21,60359858
147,366;1785406863,764;07/30/2026_12:21:03.764;1;3;3,11×10^-05;5,73×10^-06;3,60×10^-13;1,32×10^-12;2,21×10^-10;1,63×10^-11;9,45×10^-11;1,40×10^-12;4,31×10^-12;5,00×10^-15;1,40×10^-09;9,44×10^-12;3,22×10^-10;2,08×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9367660803;0,001048913255;77,57548934;21,48669567
149,232;1785406865,63;07/30/2026_12:21:05.630;1;3;3,11×10^-05;5,73×10^-06;3,43×10^-13;1,27×10^-12;2,20×10^-10;1,61×10^-11;9,39×10^-11;1,38×10^-12;4,30×10^-12;1,15×10^-14;1,39×10^-09;9,44×10^-12;3,22×10^-10;2,09×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9306641868;0,001063133036;77,54347452;21,52479816
151,099;1785406867,497;07/30/2026_12:21:07.497;1;3;3,12×10^-05;5,80×10^-06;3,59×10^-13;1,28×10^-12;2,18×10^-10;1,60×10^-11;9,28×10^-11;1,46×10^-12;4,29×10^-12;9,25×10^-15;1,38×10^-09;9,41×10^-12;3,20×10^-10;3,38×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9301165539;0,001940145691;77,4567819;21,6111614
152,965;1785406869,363;07/30/2026_12:21:09.363;1;3;3,12×10^-05;5,74×10^-06;4,61×10^-13;1,33×10^-12;2,20×10^-10;1,62×10^-11;9,43×10^-11;1,48×10^-12;4,48×10^-12;1,03×10^-14;1,40×10^-09;9,58×10^-12;3,25×10^-10;2,46×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,92532948;0,001294238264;77,50213962;21,57123666
154,831;1785406871,229;07/30/2026_12:21:11.229;1;3;3,12×10^-05;5,79×10^-06;3,67×10^-13;1,37×10^-12;2,22×10^-10;1,62×10^-11;9,45×10^-11;1,49×10^-12;4,39×10^-12;6,91×10^-15;1,39×10^-09;9,46×10^-12;3,23×10^-10;5,16×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,935841148;0,003114602819;77,46797143;21,59307281
156,698;1785406873,096;07/30/2026_12:21:13.096;1;3;3,12×10^-05;5,73×10^-06;3,57×10^-13;1,32×10^-12;2,21×10^-10;1,61×10^-11;9,38×10^-11;1,51×10^-12;4,48×10^-12;5,00×10^-15;1,40×10^-09;9,51×10^-12;3,23×10^-10;5,00×10^-15;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9284723676;0;77,53023254;21,54129509
158,564;1785406874,962;07/30/2026_12:21:14.962;1;3;3,13×10^-05;5,74×10^-06;3,72×10^-13;1,29×10^-12;2,20×10^-10;1,61×10^-11;9,42×10^-11;1,49×10^-12;4,59×10^-12;5,00×10^-15;1,39×10^-09;9,51×10^-12;3,24×10^-10;5,00×10^-15;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9256574485;0;77,45651432;21,61782823
160,431;1785406876,829;07/30/2026_12:21:16.829;1;3;3,14×10^-05;5,77×10^-06;3,56×10^-13;1,32×10^-12;2,20×10^-10;1,63×10^-11;9,44×10^-11;1,53×10^-12;4,67×10^-12;5,00×10^-15;1,39×10^-09;9,49×10^-12;3,24×10^-10;5,00×10^-15;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9362234058;0;77,45142274;21,61235386
162,297;1785406878,695;07/30/2026_12:21:18.695;1;3;3,12×10^-05;5,76×10^-06;4,05×10^-13;1,34×10^-12;2,20×10^-10;1,61×10^-11;9,30×10^-11;1,53×10^-12;4,63×10^-12;6,43×10^-14;1,39×10^-09;9,43×10^-12;3,23×10^-10;2,60×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9312829334;0,001403099258;77,5091364;21,55817757
164,163;1785406880,561;07/30/2026_12:21:20.561;1;3;3,12×10^-05;5,74×10^-06;3,51×10^-13;1,33×10^-12;2,19×10^-10;1,60×10^-11;9,34×10^-11;1,61×10^-12;4,75×10^-12;9,71×10^-14;1,40×10^-09;9,55×10^-12;3,25×10^-10;3,73×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9184972836;0,002144470917;77,49223049;21,58712776
166,03;1785406882,428;07/30/2026_12:21:22.428;1;3;3,12×10^-05;5,78×10^-06;3,83×10^-13;1,32×10^-12;2,21×10^-10;1,62×10^-11;9,40×10^-11;1,57×10^-12;4,76×10^-12;5,00×10^-15;1,40×10^-09;9,43×10^-12;3,23×10^-10;3,48×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9292658355;0,001982144023;77,57073634;21,49801568
167,896;1785406884,294;07/30/2026_12:21:24.294;1;3;3,13×10^-05;5,75×10^-06;3,84×10^-13;1,34×10^-12;2,19×10^-10;1,61×10^-11;9,35×10^-11;1,61×10^-12;4,81×10^-12;1,18×10^-14;1,39×10^-09;9,47×10^-12;3,21×10^-10;9,49×10^-15;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9314942088;0,0003009705261;77,50705799;21,56114683
169,763;1785406886,161;07/30/2026_12:21:26.161;1;3;3,11×10^-05;5,71×10^-06;3,43×10^-13;1,31×10^-12;2,18×10^-10;1,60×10^-11;9,31×10^-11;1,60×10^-12;4,87×10^-12;2,77×10^-14;1,38×10^-09;9,46×10^-12;3,23×10^-10;6,03×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9294646367;0,003712522725;77,37798517;21,68883767
171,629;1785406888,027;07/30/2026_12:21:28.027;1;3;3,11×10^-05;5,71×10^-06;3,69×10^-13;1,24×10^-12;2,18×10^-10;1,59×10^-11;9,31×10^-11;1,66×10^-12;4,92×10^-12;1,11×10^-14;1,38×10^-09;9,38×10^-12;3,21×10^-10;1,17×10^-13;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,92488199;0,007498435354;77,49946666;21,56815291
173,495;1785406889,893;07/30/2026_12:21:29.893;1;3;3,12×10^-05;5,70×10^-06;3,78×10^-13;1,27×10^-12;2,19×10^-10;1,61×10^-11;9,37×10^-11;1,64×10^-12;4,96×10^-12;2,26×10^-14;1,38×10^-09;9,47×10^-12;3,22×10^-10;3,54×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9329218821;0,002035870133;77,46480221;21,60024004
175,362;1785406891,76;07/30/2026_12:21:31.760;1;3;3,12×10^-05;5,69×10^-06;3,92×10^-13;1,34×10^-12;2,19×10^-10;1,61×10^-11;9,35×10^-11;1,67×10^-12;5,03×10^-12;4,55×10^-14;1,39×10^-09;9,49×10^-12;3,23×10^-10;5,88×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9325904064;0,003602494528;77,44438503;21,61942206
177,228;1785406893,626;07/30/2026_12:21:33.626;1;3;3,12×10^-05;5,72×10^-06;4,77×10^-13;1,30×10^-12;2,21×10^-10;1,62×10^-11;9,44×10^-11;1,68×10^-12;5,15×10^-12;2,55×10^-14;1,39×10^-09;9,50×10^-12;3,22×10^-10;4,23×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9386524134;0,002494701509;77,47213338;21,58671951
179,095;1785406895,493;07/30/2026_12:21:35.493;1;3;3,11×10^-05;5,71×10^-06;3,70×10^-13;1,38×10^-12;2,19×10^-10;1,61×10^-11;9,34×10^-11;1,70×10^-12;5,21×10^-12;6,40×10^-15;1,38×10^-09;9,44×10^-12;3,21×10^-10;4,63×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9362233733;0,002772500598;77,47509484;21,58590928
180,961;1785406897,359;07/30/2026_12:21:37.359;1;3;3,12×10^-05;5,73×10^-06;3,62×10^-13;1,29×10^-12;2,18×10^-10;1,59×10^-11;9,30×10^-11;1,71×10^-12;5,27×10^-12;5,00×10^-15;1,38×10^-09;9,42×10^-12;3,20×10^-10;4,18×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,927210672;0,002475586387;77,48002837;21,59028537
182,827;1785406899,225;07/30/2026_12:21:39.225;1;3;3,12×10^-05;5,74×10^-06;3,84×10^-13;1,32×10^-12;2,18×10^-10;1,61×10^-11;9,32×10^-11;1,74×10^-12;5,32×10^-12;9,59×10^-15;1,38×10^-09;9,49×10^-12;3,21×10^-10;4,69×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9353400106;0,002814647502;77,44547199;21,61637335
184,694;1785406901,092;07/30/2026_12:21:41.092;1;3;3,12×10^-05;5,72×10^-06;3,55×10^-13;1,29×10^-12;2,18×10^-10;1,61×10^-11;9,29×10^-11;1,80×10^-12;5,37×10^-12;5,00×10^-15;1,39×10^-09;9,45×10^-12;3,22×10^-10;3,41×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9309003426;0,001947277511;77,48323977;21,58391261
186,56;1785406902,958;07/30/2026_12:21:42.958;1;3;3,11×10^-05;5,72×10^-06;3,77×10^-13;1,33×10^-12;2,19×10^-10;1,62×10^-11;9,33×10^-11;1,80×10^-12;5,53×10^-12;6,95×10^-15;1,39×10^-09;9,46×10^-12;3,21×10^-10;2,44×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9361246702;0,001299702062;77,50010215;21,56247348
188,427;1785406904,825;07/30/2026_12:21:44.825;1;3;3,11×10^-05;5,73×10^-06;3,86×10^-13;1,31×10^-12;2,19×10^-10;1,61×10^-11;9,30×10^-11;1,74×10^-12;5,60×10^-12;3,39×10^-14;1,38×10^-09;9,35×10^-12;3,20×10^-10;6,90×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9361506933;0,004303708623;77,51339999;21,54614561
190,293;1785406906,691;07/30/2026_12:21:46.691;1;3;3,11×10^-05;5,77×10^-06;3,87×10^-13;1,28×10^-12;2,17×10^-10;1,61×10^-11;9,27×10^-11;1,81×10^-12;5,62×10^-12;6,80×10^-14;1,38×10^-09;9,44×10^-12;3,20×10^-10;4,23×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9356699176;0,002512860973;77,45574031;21,60607691
192,159;1785406908,557;07/30/2026_12:21:48.557;1;3;3,11×10^-05;5,72×10^-06;4,32×10^-13;1,30×10^-12;2,18×10^-10;1,59×10^-11;9,33×10^-11;1,84×10^-12;5,73×10^-12;5,63×10^-14;1,38×10^-09;9,47×10^-12;3,20×10^-10;9,82×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9255668979;0,006273552265;77,47166128;21,59649827
194,026;1785406910,424;07/30/2026_12:21:50.424;1;3;3,11×10^-05;5,75×10^-06;4,43×10^-13;1,35×10^-12;2,19×10^-10;1,61×10^-11;9,32×10^-11;1,85×10^-12;5,87×10^-12;5,91×10^-14;1,38×10^-09;9,55×10^-12;3,21×10^-10;9,63×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9361701222;0,006122213881;77,47493524;21,58277243
195,892;1785406912,29;07/30/2026_12:21:52.290;1;3;3,11×10^-05;5,72×10^-06;3,95×10^-13;1,32×10^-12;2,18×10^-10;1,60×10^-11;9,32×10^-11;1,86×10^-12;5,95×10^-12;4,70×10^-14;1,38×10^-09;9,50×10^-12;3,19×10^-10;6,26×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9312165895;0,003881516745;77,50311952;21,56178238
197,759;1785406914,157;07/30/2026_12:21:54.157;1;3;3,10×10^-05;5,74×10^-06;4,49×10^-13;1,39×10^-12;2,18×10^-10;1,60×10^-11;9,33×10^-11;1,93×10^-12;6,01×10^-12;8,69×10^-14;1,39×10^-09;9,58×10^-12;3,20×10^-10;8,62×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,925695526;0,005444886692;77,56997978;21,4988798
199,625;1785406916,023;07/30/2026_12:21:56.023;1;3;3,11×10^-05;5,72×10^-06;4,53×10^-13;1,36×10^-12;2,18×10^-10;1,62×10^-11;9,34×10^-11;1,97×10^-12;6,14×10^-12;9,83×10^-14;1,39×10^-09;9,60×10^-12;3,23×10^-10;1,30×10^-13;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9309982576;0,008299115108;77,51390835;21,54679428
201,491;1785406917,889;07/30/2026_12:21:57.889;1;3;3,11×10^-05;5,76×10^-06;4,65×10^-13;1,37×10^-12;2,21×10^-10;1,62×10^-11;9,43×10^-11;1,95×10^-12;6,22×10^-12;7,24×10^-14;1,39×10^-09;9,62×10^-12;3,22×10^-10;8,65×10^-14;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9316584403;0,005435554206;77,54708019;21,51582582
203,358;1785406919,756;07/30/2026_12:21:59.756;1;3;3,12×10^-05;5,77×10^-06;4,53×10^-13;1,43×10^-12;2,20×10^-10;1,61×10^-11;9,36×10^-11;1,93×10^-12;6,33×10^-12;9,20×10^-14;1,39×10^-09;9,58×10^-12;3,23×10^-10;1,16×10^-13;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9284078811;0,007426989163;77,45349783;21,6106673
205,224;1785406921,622;07/30/2026_12:22:01.622;1;3;3,12×10^-05;5,70×10^-06;5,31×10^-13;1,36×10^-12;2,21×10^-10;1,62×10^-11;9,45×10^-11;1,96×10^-12;6,41×10^-12;1,29×10^-13;1,39×10^-09;9,63×10^-12;3,24×10^-10;1,57×10^-13;5,00×10^-15;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9307858528;0,01013363584;77,43874698;21,62033353
