PV MassSpec-24.10.00
EXPORTED RUN DATA
Run Path and Name: C:\Pfeiffer Vacuum\data\006-24-2026\exsample.isi
06/24/2026 13:25:54
SensorID:  RGA PrismaPro A 200 47505932
38 Bins
250 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	12_amu_(Methane_/_CH4)	13_amu_(Methane_/_CH4)	14_amu_(Nitrogen_/_N2)	15_amu_(Methane_/_CH4)	16_amu_(Oxygen_/_O2)	17_amu_(Water_/_H2O)	18_amu_(Water_/_H2O)	22_amu_(Carbon_dioxide_/_CO2)	28_amu_(Nitrogen_/_N2)	29_amu_(Nitrogen_/_N2)	32_amu_(Oxygen_/_O2)	44_amu_(Carbon_dioxide_/_CO2)	45_amu_(Carbon_dioxide_/_CO2)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11	Sig:_MCD	Sig:_MCD_CO2	Sig:_MCD_N2	Sig:_MCD_O2
438.316	1782300793.196	06/24/2026_13:33:13.196	1	3	2.401728125e-05	4.283070211e-06	4.999999912e-15	4.999999912e-15	1.169285363e-10	2.459788016e-13	4.116604974e-11	1.158583104e-12	4.068413141e-12	6.813106123e-14	7.405419056e-10	5.210064585e-12	1.729876381e-10	2.756884619e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7.289747049e-08	0.03431571651	78.29488918	21.6707951
440.183	1782300795.063	06/24/2026_13:33:15.063	1	3	2.391781709e-05	4.287996489e-06	4.999999912e-15	1.65130225e-14	1.173567632e-10	3.671029409e-13	4.127800532e-11	1.048684577e-12	4.049858105e-12	6.14000902e-14	7.421355197e-10	5.219709647e-12	1.724455162e-10	3.681503073e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6.512521462e-08	0.04598132573	78.37107202	21.58294665
442.049	1782300796.929	06/24/2026_13:33:16.929	1	3	2.390255213e-05	4.251995506e-06	2.192179882e-14	4.999999912e-15	1.170060576e-10	3.354383286e-13	4.143158039e-11	1.163238451e-12	4.10116472e-12	8.618386088e-14	7.429287741e-10	5.166889486e-12	1.720814324e-10	3.322284396e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	9.374304797e-08	0.04141937995	78.42185028	21.53673034
443.915	1782300798.795	06/24/2026_13:33:18.795	1	3	2.399813638e-05	4.261782578e-06	4.136997345e-14	3.24212296e-14	1.165628427e-10	3.42942905e-13	4.113981031e-11	1.190118208e-12	4.039831837e-12	8.870630467e-14	7.404762914e-10	5.204737249e-12	1.719633463e-10	4.457917054e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	9.665571517e-08	0.05594372597	78.37161106	21.57244522
445.782	1782300800.662	06/24/2026_13:33:20.662	1	3	2.402465543e-05	4.274871571e-06	3.772197534e-14	4.999999912e-15	1.17084023e-10	3.618041468e-13	4.136115409e-11	1.166334607e-12	4.098801593e-12	9.922017228e-14	7.431070204e-10	5.216720719e-12	1.723057391e-10	3.036911272e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.087960838e-07	0.03779181505	78.40949346	21.55271472
447.648	1782300802.528	06/24/2026_13:33:22.528	1	3	2.400583435e-05	4.276510026e-06	5.686996826e-14	4.999999912e-15	1.162934679e-10	3.152524086e-13	4.136509191e-11	1.169018658e-12	3.982419429e-12	9.970603715e-14	7.409401981e-10	5.177194611e-12	1.72613937e-10	3.687377552e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.093571122e-07	0.04610990817	78.32305291	21.63083718
449.515	1782300804.395	06/24/2026_13:33:24.395	1	3	2.391375165e-05	4.213057309e-06	8.39840079e-14	4.999999912e-15	1.161266083e-10	3.89539502e-13	4.096288239e-11	1.252601104e-12	4.064986629e-12	8.069842808e-14	7.414563408e-10	5.238140217e-12	1.719258486e-10	3.584717972e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	8.740901576e-08	0.04482809841	78.40809154	21.54708037
451.381	1782300806.261	06/24/2026_13:33:26.261	1	3	2.391473208e-05	4.278153938e-06	1.204146781e-13	1.886818745e-14	1.172023867e-10	2.926669866e-13	4.131064241e-11	1.172299996e-12	4.040349652e-12	1.242100362e-13	7.430167037e-10	5.184079294e-12	1.728319293e-10	3.762403258e-13	2.156038172e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.376518931e-07	0.04705733826	78.35259586	21.6003468
453.247	1782300808.127	06/24/2026_13:33:28.127	1	3	2.38991488e-05	4.278153938e-06	8.36370361e-14	4.450073258e-14	1.163826743e-10	3.455638824e-13	4.091631894e-11	1.163826088e-12	4.056487351e-12	8.955905001e-14	7.420020154e-10	5.243906004e-12	1.725751209e-10	3.217603592e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	9.764038067e-08	0.04011930635	78.36511408	21.59476661
455.114	1782300809.994	06/24/2026_13:33:29.994	1	3	2.395700722e-05	4.237347639e-06	1.049042309e-13	4.999999912e-15	1.157209745e-10	3.453095286e-13	4.097805775e-11	1.130918926e-12	4.056790927e-12	1.089385336e-13	7.345692943e-10	5.194379649e-12	1.721829485e-10	4.087551966e-13	2.720113495e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.200178809e-07	0.05171340818	78.22202502	21.72626157
456.98	1782300811.860	06/24/2026_13:33:31.860	1	3	2.39144174e-05	4.266688848e-06	1.174327698e-13	2.723249889e-14	1.167338309e-10	3.603231808e-13	4.155885358e-11	1.145227684e-12	4.031476541e-12	1.204674652e-13	7.407321978e-10	5.256112386e-12	1.723170079e-10	3.870300077e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.333303443e-07	0.04844930904	78.34162347	21.60992722
458.847	1782300813.727	06/24/2026_13:33:33.727	1	3	2.393487011e-05	4.243856438e-06	1.142835826e-13	4.999999912e-15	1.157566196e-10	3.427333558e-13	4.082070099e-11	1.160796285e-12	4.006018607e-12	1.46243369e-13	7.372814026e-10	5.269339652e-12	1.714363929e-10	3.861548668e-13	2.000520721e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.630937943e-07	0.04868601284	78.35932962	21.59198436
460.713	1782300815.593	06/24/2026_13:33:35.593	1	3	2.390142254e-05	4.242226169e-06	8.181005379e-14	4.836876952e-14	1.157228896e-10	3.540118773e-13	4.128051373e-11	1.191194929e-12	4.027312771e-12	6.589189237e-14	7.384896583e-10	5.186610256e-12	1.709492964e-10	4.098906815e-13	6.713045782e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7.0311901e-08	0.05200051235	78.41952141	21.52847808
462.579	1782300817.459	06/24/2026_13:33:37.459	1	3	2.387950917e-05	4.261782578e-06	1.144438954e-13	7.425619364e-14	1.164189023e-10	3.339886961e-13	4.06199796e-11	1.169327872e-12	4.037851217e-12	1.284902631e-13	7.358018639e-10	5.299404578e-12	1.711663311e-10	4.043400814e-13	1.77361618e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.425942734e-07	0.05107933882	78.35619799	21.59272267
464.446	1782300819.326	06/24/2026_13:33:39.326	1	3	2.384310392e-05	4.278153938e-06	1.150945387e-13	2.911175329e-14	1.158296514e-10	3.974836411e-13	4.067303785e-11	1.105198832e-12	3.991524125e-12	1.118567383e-13	7.359168275e-10	5.266136485e-12	1.710121211e-10	4.305186849e-13	4.606537862e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.233875334e-07	0.05462795609	78.36737655	21.5779955
466.312	1782300821.192	06/24/2026_13:33:41.192	1	3	2.382897765e-05	4.289644494e-06	1.43252001e-13	6.491966795e-14	1.156282986e-10	3.306140084e-13	4.11445357e-11	1.092889776e-12	4.033552138e-12	1.365374556e-13	7.342081387e-10	5.230975809e-12	1.710079162e-10	4.311529432e-13	3.137084776e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.518863709e-07	0.05469739189	78.31823521	21.62706739
468.179	1782300823.059	06/24/2026_13:33:43.059	1	3	2.382735875e-05	4.306118171e-06	1.35102758e-13	1.164047835e-13	1.161831742e-10	3.842377263e-13	4.073627546e-11	1.089388128e-12	4.029238748e-12	1.127010404e-13	7.348003872e-10	5.272149904e-12	1.712042452e-10	4.262733287e-13	9.618150596e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.243624495e-07	0.05448687032	78.32404783	21.6214653
